message_id,case_ref,case_ref_all,cohort,ticker,windows,author_hash,is_spam,llm_relevance,llm_polarity,llm_intensity,llm_emotion,llm_severity,llm_topic
1000056379045040128,CASE_0593,CASE_0593,archive,MAR,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000065155571601409,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000069587176747008,CASE_0495,CASE_0495,archive,JPM,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1000073695841472513,CASE_0495,CASE_0495,archive,JPM,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1000077837347491841,CASE_0514,CASE_0514,archive,ABBV,class_period,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1000080988473618432,CASE_0495,CASE_0495,archive,JPM,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1000088251984687104,CASE_0435,CASE_0435,archive,DB,class_period,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1000089479200346113,CASE_0473,CASE_0473,archive,SBGI,class_period,a62ea46c2956e39f,0,relevant,neutral,0,neutral,none,stock_analysis
1000107772409798656,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000118883410296832,CASE_0472,CASE_0472,archive,RMTI,class_period,b81c43a32a7d0221,0,relevant,neutral,0,neutral,medium,law_firm_ad
1000121848187600896,CASE_0472,CASE_0472,archive,RMTI,class_period,0cb18a1b6097b6e4,0,relevant,neutral,0,neutral,medium,law_firm_ad
1000128696651567104,CASE_0472,CASE_0472,archive,RMTI,class_period,a2cddbafb09fb7dc,0,relevant,neutral,0,neutral,medium,law_firm_ad
1000129569821634562,CASE_0472,CASE_0472,archive,RMTI,class_period,4075e4b6336c50a7,0,relevant,neutral,0,neutral,medium,law_firm_ad
1000197094630612993,CASE_0472,CASE_0472,archive,RMTI,class_period,abbcf8cd36d9bf61,0,relevant,neutral,0,neutral,medium,law_firm_ad
1000197145239015424,CASE_0472,CASE_0472,archive,RMTI,class_period,abbcf8cd36d9bf61,0,relevant,neutral,0,neutral,medium,law_firm_ad
1000197265955291136,CASE_0472,CASE_0472,archive,RMTI,class_period,abbcf8cd36d9bf61,0,relevant,neutral,0,neutral,medium,law_firm_ad
1000197324352598018,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,abbcf8cd36d9bf61,0,relevant,negative,-1,neutral,high,law_firm_ad
1000311920677871616,CASE_0514,CASE_0514,archive,ABBV,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000312338581508096,CASE_0562,CASE_0562,archive,SYF,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1000313121477623808,CASE_0514,CASE_0514,archive,ABBV,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000314419618942976,CASE_0495,CASE_0495,archive,JPM,class_period,6b46ba2e6723caec,0,tangential,neutral,0,neutral,none,stock_analysis
1000315918763855872,CASE_0592,CASE_0592,archive,BA,class_period,6b46ba2e6723caec,0,spam,neutral,0,neutral,none,spam_bot
1000319168808476673,CASE_0505,CASE_0505,archive,PM,post_disclosure,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000321202684968960,CASE_0514,CASE_0514,archive,ABBV,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1000325259587981312,CASE_0593,CASE_0593,archive,MAR,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000358020960878592,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,87db665b3be9be3a,0,relevant,negative,-1,neutral,high,law_firm_ad
1000358047477313536,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,0799458c9158e8b1,0,relevant,negative,-1,neutral,high,law_firm_ad
1000360000596971520,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,87db665b3be9be3a,0,relevant,negative,-1,neutral,high,law_firm_ad
1000360029306982400,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,0799458c9158e8b1,0,relevant,negative,-1,neutral,high,law_firm_ad
1000368388353548290,CASE_0514,CASE_0514,archive,ABBV,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000374463639310336,CASE_0593,CASE_0593,archive,MAR,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000379049863237632,CASE_0514,CASE_0514,archive,ABBV,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1000380503709683712,CASE_0520,CASE_0520,archive,ALNY,class_period,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1000392132555952128,CASE_0592,CASE_0592,archive,BA,class_period,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1000413782856749056,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,4075e4b6336c50a7,0,relevant,negative,-1,neutral,high,law_firm_ad
1000418268656619520,CASE_0514,CASE_0514,archive,ABBV,class_period,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1000420445160726528,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,87db665b3be9be3a,0,relevant,negative,-1,neutral,high,law_firm_ad
1000420485958701059,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,0799458c9158e8b1,0,relevant,negative,-1,neutral,high,law_firm_ad
1000420877819924482,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,87db665b3be9be3a,0,relevant,negative,-1,neutral,high,law_firm_ad
1000420904537657344,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,0799458c9158e8b1,0,relevant,negative,-1,neutral,high,law_firm_ad
1000423962969591810,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000425162607677440,CASE_0592,CASE_0592,archive,BA,class_period,2910317054e14f1b,0,spam,neutral,0,neutral,none,spam_bot
1000426803482300417,CASE_0495,CASE_0495,archive,JPM,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1000431835292274688,CASE_0505,CASE_0505,archive,PM,post_disclosure,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000432379507462145,CASE_0592,CASE_0592,archive,BA,class_period,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1000434047569580033,CASE_0505,CASE_0505,archive,PM,post_disclosure,6b46ba2e6723caec,0,tangential,neutral,0,neutral,none,stock_analysis
1000435296847257600,CASE_0593,CASE_0593,archive,MAR,class_period,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1000445628877623296,CASE_0592,CASE_0592,archive,BA,class_period,6b46ba2e6723caec,0,spam,neutral,0,neutral,none,spam_bot
1000449822699245568,CASE_0514,CASE_0514,archive,ABBV,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1000451834685939714,CASE_0472,CASE_0472,archive,RMTI,class_period,3aa2caf34baeb031,0,relevant,neutral,0,neutral,medium,law_firm_ad
1000453839701585923,CASE_0592,CASE_0592,archive,BA,class_period,2910317054e14f1b,0,spam,neutral,0,neutral,none,spam_bot
1000458417897656322,CASE_0505,CASE_0505,archive,PM,post_disclosure,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1000467242541289475,CASE_0495,CASE_0495,archive,JPM,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1000473616029507586,CASE_0534,CASE_0534,archive,HTHT,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1000475242924593152,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000477196337729541,CASE_0514,CASE_0514,archive,ABBV,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000477289040285701,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000617334380281857,CASE_0562,CASE_0562,archive,SYF,class_period,4febd5d3d19f9708,0,tangential,neutral,0,neutral,none,general_discussion
1000666434182242305,CASE_0592,CASE_0592,archive,BA,class_period,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1000670211153055744,CASE_0514,CASE_0514,archive,ABBV,class_period,6b46ba2e6723caec,0,tangential,neutral,-1,neutral,none,stock_analysis
1000673075531272192,CASE_0438,CASE_0438,archive,ORA,post_disclosure,6b46ba2e6723caec,0,tangential,neutral,0,neutral,none,stock_analysis
1000677603869691904,CASE_0489,CASE_0489,archive,LCI,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000678807240630272,CASE_0592,CASE_0592,archive,BA,class_period,223b7e2bb92cddc2,0,spam,neutral,0,neutral,none,spam_bot
1000682017439219712,CASE_0592,CASE_0592,archive,BA,class_period,6b46ba2e6723caec,0,spam,neutral,0,neutral,none,spam_bot
1000688670125494272,CASE_0558,CASE_0558,archive,ALGN,baseline,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000689716772134913,CASE_0558,CASE_0558,archive,ALGN,baseline,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1000702598167580674,CASE_0592,CASE_0592,archive,BA,class_period,502a444505f5d8d4,0,spam,neutral,0,neutral,none,spam_bot
1000706548866445312,CASE_0505,CASE_0505,archive,PM,post_disclosure,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1000713685566881794,CASE_0536,CASE_0536,archive,GOOGL,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1000715574396309504,CASE_0489,CASE_0489,archive,LCI,class_period,6b46ba2e6723caec,0,tangential,neutral,0,neutral,none,stock_analysis
1000715697264185345,CASE_0495,CASE_0495,archive,JPM,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1000732701215870977,CASE_0592,CASE_0592,archive,BA,class_period,1ade08d8c2d94849,0,spam,neutral,0,neutral,none,spam_bot
1000734026217422850,CASE_0514,CASE_0514,archive,ABBV,class_period,223b7e2bb92cddc2,0,tangential,neutral,-1,neutral,none,stock_analysis
1000747767571144704,CASE_0592,CASE_0592,archive,BA,class_period,223b7e2bb92cddc2,0,spam,neutral,0,neutral,none,spam_bot
1000751736729034752,CASE_0592,CASE_0592,archive,BA,class_period,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1000764253756903424,CASE_0435,CASE_0435,archive,DB,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1000768915893641220,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000771414507520001,CASE_0488,CASE_0488,archive,AMPE,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1000771648511991809,CASE_0593,CASE_0593,archive,MAR,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1000778509416050689,CASE_0495,CASE_0495,archive,JPM,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000784260792569856,CASE_0495,CASE_0495,archive,JPM,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1000800044264505345,CASE_0387,CASE_0387,archive,ESPR,post_disclosure,32bd266d876500c4,0,relevant,negative,-1,neutral,medium,law_firm_ad
1000800605542240256,CASE_0592,CASE_0592,archive,BA,class_period,2910317054e14f1b,0,spam,neutral,0,neutral,none,spam_bot
1000808274046914565,CASE_0489,CASE_0489,archive,LCI,class_period,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1000824649134039053,CASE_0495,CASE_0495,archive,JPM,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000830153403064321,CASE_0562,CASE_0562,archive,SYF,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1000836039525720065,CASE_0592,CASE_0592,archive,BA,class_period,223b7e2bb92cddc2,0,spam,neutral,0,neutral,none,spam_bot
1001035367628361728,CASE_0514,CASE_0514,archive,ABBV,class_period,6b46ba2e6723caec,0,tangential,neutral,-1,neutral,none,stock_analysis
1001038475158794240,CASE_0495,CASE_0495,archive,JPM,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1001040945733947393,CASE_0592,CASE_0592,archive,BA,class_period,2910317054e14f1b,0,spam,neutral,0,neutral,none,spam_bot
1001044826798870528,CASE_0508,CASE_0508,archive,MCHP,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,spam_bot
1001046272193777669,CASE_0593,CASE_0593,archive,MAR,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1001056429044830213,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1001061224661086208,CASE_0592,CASE_0592,archive,BA,class_period,6b46ba2e6723caec,0,spam,neutral,0,neutral,none,spam_bot
1001067789371805696,CASE_0508,CASE_0508,archive,MCHP,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,spam_bot
1001083728708415488,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1001089534476587008,CASE_0495,CASE_0495,archive,JPM,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1001091428951277569,CASE_0592,CASE_0592,archive,BA,class_period,6b46ba2e6723caec,0,spam,neutral,0,neutral,none,spam_bot
1001091565136248833,CASE_0489,CASE_0489,archive,LCI,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1001095226444931072,CASE_0530,CASE_0530,archive,COST,baseline,6b46ba2e6723caec,0,spam,neutral,0,neutral,none,spam_bot
1001097337148706816,CASE_0394,CASE_0394,archive,KLIC,post_disclosure,b81c43a32a7d0221,0,relevant,negative,-1,neutral,high,law_firm_ad
1001100317629517826,CASE_0536,CASE_0536,archive,GOOGL,class_period,b1f76e9c744f25db,0,spam,negative,-1,anger,none,spam_bot
1001103052433047552,CASE_0394,CASE_0394,archive,KLIC,post_disclosure,abbcf8cd36d9bf61,0,relevant,negative,-1,neutral,high,law_firm_ad
1001103627845623808,CASE_0394,CASE_0394,archive,KLIC,post_disclosure,3aa2caf34baeb031,0,relevant,negative,-1,neutral,high,law_firm_ad
1001113865235595264,CASE_0559,CASE_0559,archive,NKTR,class_period;event,6b46ba2e6723caec,0,tangential,neutral,0,neutral,none,stock_analysis
1001122069898199040,CASE_0592,CASE_0592,archive,BA,class_period,502a444505f5d8d4,0,spam,neutral,0,neutral,none,spam_bot
1001123138174828544,CASE_0394,CASE_0394,archive,KLIC,post_disclosure,4075e4b6336c50a7,0,relevant,negative,-1,neutral,high,law_firm_ad
1001125288342900738,CASE_0489,CASE_0489,archive,LCI,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1001129990572867585,CASE_0592,CASE_0592,archive,BA,class_period,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1001130302037782528,CASE_0592,CASE_0592,archive,BA,class_period,502a444505f5d8d4,0,spam,neutral,0,neutral,none,spam_bot
1001155566176260098,CASE_0592,CASE_0592,archive,BA,class_period,6b46ba2e6723caec,0,spam,neutral,0,neutral,none,spam_bot
1001158921187418112,CASE_0530,CASE_0530,archive,COST,baseline,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1001171536118714368,CASE_0495,CASE_0495,archive,JPM,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1001179166207807488,CASE_0592,CASE_0592,archive,BA,class_period,6b46ba2e6723caec,0,spam,neutral,0,neutral,none,spam_bot
1001180902112858117,CASE_0592,CASE_0592,archive,BA,class_period,2910317054e14f1b,0,spam,neutral,0,neutral,none,spam_bot
1001182936350281729,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1001183244921069569,CASE_0514,CASE_0514,archive,ABBV,class_period,223b7e2bb92cddc2,0,tangential,neutral,-1,neutral,none,stock_analysis
1001185827156889600,CASE_0592,CASE_0592,archive,BA,class_period,a62ea46c2956e39f,0,spam,neutral,0,neutral,none,spam_bot
1001188140772708352,CASE_0394,CASE_0394,archive,KLIC,post_disclosure,a9c43608c2b801ee,0,relevant,negative,-1,neutral,high,law_firm_ad
1001193307920363520,CASE_0495,CASE_0495,archive,JPM,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1001195031674449920,CASE_0505,CASE_0505,archive,PM,post_disclosure,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1001200026268393472,CASE_0530,CASE_0530,archive,COST,baseline,223b7e2bb92cddc2,0,spam,neutral,0,neutral,none,spam_bot
1001203939432435712,CASE_0457,CASE_0457,archive,MRCY,post_disclosure,c0d4598d13f1e2e2,0,tangential,negative,-1,neutral,low,stock_analysis
1001390328614719488,CASE_0534,CASE_0534,archive,HTHT,class_period,775b77fbdf588bc6,0,relevant,positive,1,optimism,none,stock_analysis
1001400252014837760,CASE_0530,CASE_0530,archive,COST,baseline,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1001401557324324864,CASE_0593,CASE_0593,archive,MAR,class_period,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1001405465853616128,CASE_0495,CASE_0495,archive,JPM,class_period,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1001411057347387393,CASE_0495,CASE_0495,archive,JPM,class_period,1ade08d8c2d94849,0,tangential,neutral,0,neutral,none,stock_analysis
1001413239689756677,CASE_0562,CASE_0562,archive,SYF,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1001415047468470273,CASE_0542,CASE_0542,archive,DY,class_period,c0d4598d13f1e2e2,0,tangential,neutral,-1,neutral,none,stock_analysis
1001426541979537408,CASE_0470,CASE_0470,archive,HMNY,class_period,f33b47f814085074,0,relevant,neutral,0,neutral,none,news_reporting
1001432441557536768,CASE_0534,CASE_0534,archive,HTHT,class_period,fb6526c87c535509,0,relevant,positive,1,optimism,none,stock_analysis
1001436270063771648,CASE_0592,CASE_0592,archive,BA,class_period,223b7e2bb92cddc2,0,spam,neutral,0,neutral,none,spam_bot
1001436475148382208,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1001448274618961920,CASE_0514,CASE_0514,archive,ABBV,class_period,502a444505f5d8d4,0,tangential,neutral,-1,neutral,none,stock_analysis
1001448412473188352,CASE_0592,CASE_0592,archive,BA,class_period,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1001453164862820352,CASE_0439,CASE_0439,archive,PCG,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1001469204971905025,CASE_0495,CASE_0495,archive,JPM,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1001470671929643008,CASE_0514,CASE_0514,archive,ABBV,class_period,6deb6ff59222a12b,0,tangential,neutral,0,neutral,none,spam_bot
1001472374829563904,CASE_0470,CASE_0470,archive,HMNY,class_period,93faad8b8566a3fd,0,relevant,positive,1,optimism,none,news_reporting
1001492159818690561,CASE_0592,CASE_0592,archive,BA,class_period,a62ea46c2956e39f,0,spam,neutral,0,neutral,none,spam_bot
1001493441346441216,CASE_0470,CASE_0470,archive,HMNY,class_period,9fe230e68f3e9e49,0,relevant,positive,1,optimism,none,stock_analysis
1001499685129891840,CASE_0470,CASE_0470,archive,HMNY,class_period,59e30c23e0733e8c,0,relevant,positive,1,optimism,none,stock_analysis
1001501021103894528,CASE_0470,CASE_0470,archive,HMNY,class_period,2ceb2800a87de0d7,0,relevant,positive,1,optimism,none,stock_analysis
1001502541107154945,CASE_0470,CASE_0470,archive,HMNY,class_period,7a482173a4c29636,0,relevant,positive,1,optimism,none,stock_analysis
1001503522544934917,CASE_0592,CASE_0592,archive,BA,class_period,a62ea46c2956e39f,0,spam,neutral,0,neutral,none,spam_bot
1001504388337283072,CASE_0592,CASE_0592,archive,BA,class_period,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1001508433932242945,CASE_0593,CASE_0593,archive,MAR,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,stock_analysis
1001510246861459457,CASE_0534,CASE_0534,archive,HTHT,class_period,a62ea46c2956e39f,0,relevant,positive,1,optimism,none,stock_analysis
1001510481893437440,CASE_0534,CASE_0534,archive,HTHT,class_period,1ade08d8c2d94849,0,relevant,positive,1,optimism,none,stock_analysis
1001512939189350401,CASE_0495,CASE_0495;CASE_0505,archive,JPM,class_period;post_disclosure,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1001512972139814918,CASE_0508,CASE_0508,archive,MCHP,class_period,2910317054e14f1b,0,tangential,neutral,0,neutral,none,spam_bot
1001513580343291904,CASE_0490,CASE_0490,archive,PZZA,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1001516241817915393,CASE_0592,CASE_0592,archive,BA,class_period,c0d4598d13f1e2e2,0,spam,neutral,0,neutral,none,spam_bot
1001516415206207493,CASE_0495,CASE_0495,archive,JPM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1001528923442896896,CASE_0495,CASE_0495,archive,JPM,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1001529569277566976,CASE_0439,CASE_0439,archive,PCG,class_period,223b7e2bb92cddc2,0,tangential,neutral,0,neutral,none,stock_analysis
1001532823860367360,CASE_0592,CASE_0592,archive,BA,class_period,a62ea46c2956e39f,0,tangential,neutral,0,neutral,none,stock_analysis
1001534463090753536,CASE_0435,CASE_0435,archive,DB,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1001536211423580160,CASE_0514,CASE_0514,archive,ABBV,class_period,6b46ba2e6723caec,0,tangential,neutral,-1,neutral,none,stock_analysis
1001537991490220032,CASE_0394,CASE_0394,archive,KLIC,post_disclosure,32bd266d876500c4,0,relevant,neutral,0,neutral,medium,law_firm_ad
1001540382973292544,CASE_0495,CASE_0495,archive,JPM,class_period,0be66d45e13c5880,0,relevant,negative,-2,anger,high,fraud_allegation
1001540803641184256,CASE_0592,CASE_0592,archive,BA,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1001541487656660992,CASE_0470,CASE_0470,archive,HMNY,class_period,7f1e4fc2dadb9345,0,relevant,neutral,0,neutral,none,news_reporting
1001544612291411969,CASE_0592,CASE_0592,archive,BA,class_period,6b46ba2e6723caec,0,tangential,neutral,0,neutral,none,stock_analysis
1001546244383100928,CASE_0394,CASE_0394,archive,KLIC,post_disclosure,4075e4b6336c50a7,0,relevant,neutral,0,neutral,medium,law_firm_ad
1001552019327541248,CASE_0559,CASE_0559,archive,NKTR,class_period;event,6b46ba2e6723caec,0,tangential,neutral,0,neutral,none,stock_analysis
1001555152527126528,CASE_0534,CASE_0534,archive,HTHT,class_period,c0d4598d13f1e2e2,0,tangential,neutral,0,neutral,none,stock_analysis
1001558079463477253,CASE_0536,CASE_0536,archive,GOOGL,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
1001560697849991170,CASE_0594,CASE_0594,archive,CMCM,class_period,502a444505f5d8d4,0,tangential,neutral,0,neutral,none,stock_analysis
