message_id,case_ref,cohort,gold_relevance,gold_polarity,pred_llm_polarity,pred_llm_relevance,pred_llm_intensity,pred_finbert_polarity,pred_finbert_score,pred_lm_polarity,pred_lm_score,pred_roberta_polarity,pred_roberta_score,pred_vader_polarity,pred_vader_score,stratum,sampling_weight
1026449748402823168,CASE_0495,archive,tangential,neutral,neutral,tangential,0.0,positive,0.9227239787578583,negative,-0.03333333333333333,neutral,-0.021413780748844147,positive,0.5423,tangential|neutral|archive,166.66666666666666
1026633229862936578,CASE_0478,archive,relevant,neutral,negative,relevant,-1.0,neutral,-0.07680854946374893,positive,0.045454545454545456,neutral,0.06290626525878906,positive,0.6037,relevant|negative|archive,166.27058823529413
1026885985123160065,CASE_0484,archive,relevant,negative,negative,relevant,-1.0,neutral,-0.10268369689583778,negative,-0.07692307692307693,negative,-0.6631370633840561,positive,0.2924,relevant|negative|archive,166.27058823529413
1026923317821939712,CASE_0484,archive,relevant,neutral,neutral,relevant,0.0,neutral,0.17051585018634796,neutral,0.0,neutral,0.33093009889125824,positive,0.6597,relevant|neutral|archive,168.6
1026931421942874112,CASE_0484,archive,relevant,neutral,negative,relevant,-1.0,negative,-0.5366608202457428,neutral,0.0,neutral,-0.16845691949129105,negative,-0.2263,relevant|negative|archive,166.27058823529413
1027529317117509634,CASE_0473,archive,relevant,neutral,negative,relevant,-1.0,negative,-0.9217637991532683,negative,-0.1,negative,-0.5137739609926939,negative,-0.2263,relevant|negative|archive,166.27058823529413
1029355208030150656,CASE_0459,archive,relevant,neutral,negative,relevant,-1.0,neutral,-0.04532787762582302,negative,-0.03225806451612903,neutral,-0.0016566552221775055,positive,0.6166,relevant|negative|archive,166.27058823529413
1030558148665462785,CASE_0472,archive,relevant,neutral,neutral,relevant,0.0,neutral,-0.10316157341003418,negative,-0.09090909090909091,neutral,-0.09945107251405716,positive,0.4466,relevant|neutral|archive,168.6
1031546834005774337,CASE_0473,archive,relevant,neutral,negative,relevant,-1.0,neutral,-0.04260743409395218,negative,-0.03571428571428571,neutral,-0.02398555353283882,positive,0.4939,relevant|negative|archive,166.27058823529413
1034078727012077568,CASE_0456,archive,relevant,negative,negative,relevant,-1.0,negative,-0.8073828034102917,negative,-0.047619047619047616,neutral,-0.21513544209301472,positive,0.4466,relevant|negative|archive,166.27058823529413
1034350046224035840,CASE_0467,archive,relevant,neutral,negative,relevant,-1.0,negative,-0.902227621525526,negative,-0.0625,neutral,-0.0959559716284275,neutral,0.0258,relevant|negative|archive,166.27058823529413
1037147955848011782,CASE_0504,archive,relevant,negative,negative,relevant,-2.0,neutral,-0.10117366164922714,negative,-0.03571428571428571,negative,-0.6445970814675093,negative,-0.7269,relevant|negative|archive,166.27058823529413
1037695013990346752,CASE_0459,archive,tangential,neutral,neutral,tangential,0.0,positive,0.9133664797991514,positive,0.029411764705882353,neutral,0.41085709910839796,positive,0.8225,tangential|neutral|archive,166.66666666666666
1047556385758744579,CASE_0576,archive,relevant,neutral,neutral,relevant,0.0,neutral,-0.3337535373866558,neutral,0.0,neutral,0.017220130190253258,positive,0.296,relevant|neutral|archive,168.6
1048134981384429568,CASE_0484,archive,relevant,neutral,negative,relevant,-1.0,negative,-0.8922301176935434,neutral,0.0,neutral,-0.36538354866206646,negative,-0.4588,relevant|negative|archive,166.27058823529413
1048137232983281665,CASE_0484,archive,relevant,neutral,negative,relevant,-1.0,negative,-0.8399190362542868,neutral,0.0,neutral,-0.41909922659397125,negative,-0.4588,relevant|negative|archive,166.27058823529413
1048142841275248640,CASE_0484,archive,spam,neutral,neutral,spam,0.0,neutral,-0.008062772452831268,neutral,0.0,neutral,0.09949232451617718,neutral,0.0,spam|neutral|archive,166.65116279069767
1048146486054346753,CASE_0484,archive,relevant,negative,negative,relevant,-1.0,negative,-0.9382067546248436,neutral,0.0,neutral,-0.39161400124430656,negative,-0.4767,relevant|negative|archive,166.27058823529413
1048151379284557826,CASE_0484,archive,tangential,neutral,neutral,tangential,0.0,neutral,0.03319706209003925,neutral,0.0,neutral,-0.10902498662471771,negative,-0.296,tangential|neutral|archive,166.66666666666666
1048207589765500934,CASE_0484,archive,relevant,neutral,neutral,relevant,0.0,negative,-0.9551926180720329,neutral,0.0,negative,-0.5720316376537085,negative,-0.2023,relevant|neutral|archive,168.6
1048222310744780800,CASE_0484,archive,relevant,negative,negative,relevant,-1.0,negative,-0.5077304616570473,negative,-0.037037037037037035,neutral,-0.3815900720655918,neutral,0.0,relevant|negative|archive,166.27058823529413
1048223268115763202,CASE_0484,archive,relevant,neutral,negative,relevant,-1.0,negative,-0.9569975147023797,neutral,0.0,negative,-0.5501269735395908,negative,-0.2023,relevant|negative|archive,166.27058823529413
1048223561175818240,CASE_0484,archive,relevant,neutral,neutral,relevant,0.0,positive,0.31920769810676575,neutral,0.0,neutral,0.2230602763593197,negative,-0.128,relevant|neutral|archive,168.6
1048285156447080448,CASE_0484,archive,relevant,neutral,negative,relevant,-1.0,negative,-0.9441202888265252,neutral,0.0,negative,-0.6828902792185545,negative,-0.2023,relevant|negative|archive,166.27058823529413
1048296786710945792,CASE_0484,archive,relevant,negative,negative,relevant,-1.0,negative,-0.9518256457522511,neutral,0.0,neutral,-0.391008323058486,negative,-0.2023,relevant|negative|archive,166.27058823529413
1048319506878218240,CASE_0484,archive,relevant,negative,negative,relevant,-1.0,negative,-0.5026235803961754,negative,-0.058823529411764705,negative,-0.6390166571363807,negative,-0.6597,relevant|negative|archive,166.27058823529413
1048345557050122240,CASE_0484,archive,relevant,negative,negative,relevant,-1.0,negative,-0.9643077319487929,positive,0.03571428571428571,negative,-0.7756408378481865,positive,0.6486,relevant|negative|archive,166.27058823529413
1048473874634039296,CASE_0484,archive,tangential,positive,positive,tangential,1.0,neutral,-0.011742454022169113,neutral,0.0,positive,0.6750361435115337,neutral,0.0,tangential|positive|archive,187.0
1048614558976200704,CASE_0484,archive,tangential,neutral,neutral,relevant,0.0,neutral,-0.2997163590043783,neutral,0.0,neutral,-0.36649245116859674,positive,0.2732,relevant|neutral|archive,168.6
1048937779122638849,CASE_0484,archive,relevant,negative,negative,relevant,-2.0,negative,-0.5767422765493393,negative,-0.047619047619047616,negative,-0.5992982434108853,negative,-0.5267,relevant|negative|archive,166.27058823529413
1049327308480434176,CASE_0484,archive,relevant,negative,negative,relevant,-1.0,neutral,-0.007043180987238884,neutral,0.0,positive,0.3872300162911415,negative,-0.1027,relevant|negative|archive,166.27058823529413
1049482041702666241,CASE_0484,archive,relevant,neutral,neutral,relevant,0.0,neutral,-0.06412644684314728,positive,0.03225806451612903,neutral,-0.2969072237610817,positive,0.1941,relevant|neutral|archive,168.6
1049749336559513600,CASE_0484,archive,tangential,positive,positive,tangential,1.0,neutral,0.021386373788118362,neutral,0.0,neutral,0.05535084009170532,positive,0.5202,tangential|positive|archive,187.0
1049801924114087936,CASE_0484,archive,relevant,negative,negative,relevant,-1.0,neutral,-0.06424985080957413,neutral,0.0,neutral,-0.117689348757267,negative,-0.2732,relevant|negative|archive,166.27058823529413
1050084535042564096,CASE_0484,archive,tangential,negative,negative,tangential,-1.0,neutral,-0.4155933279544115,negative,-0.05,negative,-0.898326987400651,negative,-0.5983,tangential|negative|archive,141.66666666666666
1050440362156847104,CASE_0484,archive,relevant,negative,negative,relevant,-1.0,negative,-0.5973018258810043,neutral,0.0,negative,-0.6561245266348124,positive,0.7269,relevant|negative|archive,166.27058823529413
1050827844773797888,CASE_0518,archive,tangential,neutral,negative,relevant,-1.0,negative,-0.5486977491527796,negative,-0.07142857142857142,neutral,-0.06509320065379143,neutral,0.0,relevant|negative|archive,166.27058823529413
1053309717664198656,CASE_0518,archive,spam,neutral,negative,spam,-1.0,neutral,-0.3295744936913252,negative,-0.02857142857142857,negative,-0.509937921538949,neutral,-0.0258,spam|negative|archive,168.85714285714286
1056913125075763200,CASE_0568,archive,tangential,neutral,neutral,tangential,0.0,negative,-0.8657638132572174,negative,-0.043478260869565216,neutral,-0.325109101831913,positive,0.6908,tangential|neutral|archive,166.66666666666666
1062296458483900418,CASE_0530,archive,tangential,neutral,neutral,tangential,0.0,negative,-0.9557189429178834,negative,-0.02631578947368421,neutral,-0.12050772830843925,positive,0.25,tangential|neutral|archive,166.66666666666666
1062723277469220865,CASE_0698,archive,tangential,neutral,neutral,tangential,0.0,neutral,0.0027466006577014923,neutral,0.0,neutral,0.09822889976203442,neutral,0.0,tangential|neutral|archive,166.66666666666666
1065314594833473537,CASE_0568,archive,relevant,negative,negative,relevant,-1.0,negative,-0.53318976983428,negative,-0.07142857142857142,neutral,-0.05851198732852936,positive,0.4939,relevant|negative|archive,166.27058823529413
1068606446001156096,CASE_0593,archive,tangential,neutral,neutral,tangential,0.0,negative,-0.740350104868412,neutral,0.0,neutral,0.12568460684269667,neutral,0.0,tangential|neutral|archive,166.66666666666666
1078712962930466817,CASE_0696,archive,relevant,neutral,negative,relevant,-1.0,negative,-0.6046616397798061,negative,-0.04,neutral,-0.03520771488547325,positive,0.4995,relevant|negative|archive,166.27058823529413
1087602235150725120,CASE_0590,archive,relevant,neutral,negative,relevant,-1.0,neutral,0.37827515602111816,neutral,0.0,neutral,-0.02127784863114357,positive,0.6166,relevant|negative|archive,166.27058823529413
1090430742767775746,CASE_0689,archive,relevant,neutral,negative,relevant,-1.0,negative,-0.9206510353833437,negative,-0.03571428571428571,negative,-0.4916160209104419,negative,-0.1697,relevant|negative|archive,166.27058823529413
1102695890987507712,CASE_0021,2024,spam,neutral,neutral,tangential,0.0,neutral,-0.006739750504493713,neutral,0.0,neutral,0.03028631955385208,neutral,0.0,tangential|neutral|2024,164.07142857142858
1107689763115622401,CASE_0152,2024,tangential,neutral,neutral,tangential,0.0,negative,-0.7802017331123352,negative,-0.06451612903225806,neutral,-0.13255028799176216,positive,0.5423,tangential|neutral|2024,164.07142857142858
1306643575824883713,CASE_0215,2025,tangential,neutral,neutral,tangential,0.0,neutral,-0.011072469875216484,negative,-0.07692307692307693,neutral,-0.12318381108343601,negative,-0.2263,tangential|neutral|2025,159.14285714285714
1347529443829493761,CASE_0215,2025,spam,neutral,neutral,spam,0.0,neutral,-0.05379089154303074,negative,-0.0625,neutral,-0.1486726924777031,negative,-0.2263,spam|neutral|2025,166.0
1349681843034091520,CASE_0215,2025,spam,neutral,neutral,spam,0.0,neutral,-0.01410898007452488,negative,-0.07142857142857142,neutral,-0.12125354260206223,negative,-0.2263,spam|neutral|2025,166.0
1367232734352007171,CASE_0021,2024,spam,neutral,neutral,tangential,0.0,neutral,0.01633053459227085,neutral,0.0,neutral,0.02506091445684433,positive,0.4588,tangential|neutral|2024,164.07142857142858
1377685632604991489,CASE_0021,2024,relevant,neutral,neutral,relevant,0.0,neutral,-0.029762431979179382,neutral,0.0,neutral,0.02772568166255951,positive,0.2732,relevant|neutral|2024,162.94117647058823
1388074296652730371,CASE_0026,2024,relevant,neutral,neutral,tangential,0.0,neutral,-0.050322048366069794,neutral,0.0,neutral,0.055865414440631866,neutral,0.0,tangential|neutral|2024,164.07142857142858
1416233619421552642,CASE_0215,2025,tangential,neutral,neutral,spam,0.0,neutral,0.03056812658905983,neutral,0.0,neutral,0.046009913086891174,positive,0.296,spam|neutral|2025,166.0
1454177367178375170,CASE_0215,2025,tangential,neutral,neutral,tangential,0.0,neutral,-0.0002409219741821289,neutral,0.0,neutral,-0.038761185482144356,positive,0.3182,tangential|neutral|2025,159.14285714285714
1456052046264741896,CASE_0215,2025,relevant,neutral,neutral,relevant,0.0,neutral,-6.569549441337585e-05,negative,-0.05,neutral,-0.16247215494513512,positive,0.0772,relevant|neutral|2025,172.0
1461066555379302403,CASE_0092,2024,tangential,neutral,neutral,tangential,0.0,neutral,0.032563649117946625,negative,-0.030303030303030304,neutral,-0.07485833391547203,positive,0.0772,tangential|neutral|2024,164.07142857142858
1468587406777409536,CASE_0014,2024,tangential,neutral,neutral,spam,0.0,neutral,0.24375425465404987,neutral,0.0,neutral,0.13810774870216846,negative,-0.4767,spam|neutral|2024,177.375
1487145441578094592,CASE_0024,2024,spam,neutral,neutral,spam,0.0,neutral,-0.014151008799672127,neutral,0.0,neutral,0.0825874088332057,negative,-0.1984,spam|neutral|2024,177.375
1507173986634854400,CASE_0001,2024,tangential,neutral,neutral,tangential,0.0,positive,0.9235285138711333,negative,-0.045454545454545456,neutral,-0.012151099741458893,positive,0.3182,tangential|neutral|2024,164.07142857142858
1512408256282464258,CASE_0214,2025,tangential,neutral,neutral,spam,0.0,neutral,-0.11143640987575054,negative,-0.0625,neutral,-0.2630664184689522,positive,0.2808,spam|neutral|2025,166.0
1514356029949063169,CASE_0005,2024,tangential,neutral,neutral,spam,0.0,neutral,-0.008122699335217476,neutral,0.0,neutral,0.06401703786104918,negative,-0.1984,spam|neutral|2024,177.375
1514695829239615491,CASE_0038,2024,tangential,neutral,neutral,tangential,0.0,neutral,-0.016532737761735916,negative,-0.07692307692307693,neutral,-0.15703250095248222,negative,-0.2263,tangential|neutral|2024,164.07142857142858
1552477476529483776,CASE_0003,2024,relevant,positive,positive,relevant,1.0,neutral,-0.01831730455160141,neutral,0.0,neutral,-0.0986195057630539,neutral,0.0,relevant|positive|2024,165.85714285714286
1558116576930439168,CASE_0092,2024,tangential,neutral,neutral,tangential,0.0,neutral,0.015564722940325737,negative,-0.03225806451612903,neutral,-0.07068590261042118,positive,0.3612,tangential|neutral|2024,164.07142857142858
1578325660770398208,CASE_0010,2024,tangential,neutral,neutral,spam,0.0,neutral,-0.23764837719500065,neutral,0.0,neutral,0.05681375414133072,neutral,0.0,spam|neutral|2024,177.375
1593003496353468417,CASE_0005,2024,relevant,neutral,neutral,relevant,0.0,neutral,0.04223378747701645,negative,-0.022727272727272728,neutral,-0.02744394913315773,positive,0.4404,relevant|neutral|2024,162.94117647058823
1594873493056692224,CASE_0009,2024,relevant,negative,negative,relevant,-2.0,negative,-0.7938361912965775,negative,-0.1111111111111111,negative,-0.7544109867885709,negative,-0.6369,relevant|negative|2024,168.07894736842104
1596302771967627264,CASE_0009,2024,tangential,neutral,neutral,tangential,0.0,neutral,-0.007964849472045898,neutral,0.0,neutral,0.09332013875246048,positive,0.5267,tangential|neutral|2024,164.07142857142858
1597137470701043712,CASE_0009,2024,tangential,negative,negative,tangential,-1.0,neutral,-0.09620944410562515,negative,-0.04,negative,-0.7772372160106897,negative,-0.5859,tangential|negative|2024,155.33333333333334
1597945189519495168,CASE_0009,2024,tangential,neutral,neutral,tangential,0.0,neutral,0.08131623826920986,neutral,0.0,neutral,0.08075983822345734,positive,0.4215,tangential|neutral|2024,164.07142857142858
1599922191826845696,CASE_0248,2025,tangential,neutral,neutral,tangential,0.0,neutral,0.03947477415204048,negative,-0.05263157894736842,neutral,-0.12967353872954845,positive,0.296,tangential|neutral|2025,159.14285714285714
1601245565496348674,CASE_0024,2024,relevant,positive,positive,tangential,1.0,neutral,0.12741472106426954,neutral,0.0,neutral,0.4480425212532282,positive,0.4019,tangential|positive|2024,88.0
1602428868144644097,CASE_0009,2024,relevant,negative,negative,relevant,-2.0,neutral,-0.38665711879730225,negative,-0.061224489795918366,negative,-0.754964898340404,negative,-0.8225,relevant|negative|2024,168.07894736842104
1603208588561981441,CASE_0009,2024,relevant,negative,negative,relevant,-2.0,neutral,-0.12500400468707085,neutral,0.0,negative,-0.9367159195244312,neutral,-0.0258,relevant|negative|2024,168.07894736842104
1609741552393519105,CASE_0012,2024,relevant,negative,negative,relevant,-2.0,neutral,-0.09196821972727776,negative,-0.05263157894736842,negative,-0.5814650561660528,negative,-0.3612,relevant|negative|2024,168.07894736842104
1610004829094514695,CASE_0009,2024,relevant,negative,negative,relevant,-1.0,neutral,-0.18351349979639053,negative,-0.023255813953488372,neutral,-0.09244401007890701,positive,0.1779,relevant|negative|2024,168.07894736842104
1610784586329460737,CASE_0009,2024,relevant,negative,negative,relevant,-2.0,neutral,-0.19773123040795326,negative,-0.02040816326530612,negative,-0.8023349465802312,negative,-0.6544,relevant|negative|2024,168.07894736842104
1612036170690760704,CASE_0009,2024,relevant,negative,negative,relevant,-2.0,neutral,-0.19524728879332542,negative,-0.038461538461538464,negative,-0.8960458468645811,negative,-0.93,relevant|negative|2024,168.07894736842104
1612429731277996033,CASE_0009,2024,relevant,negative,negative,relevant,-2.0,neutral,-0.052826061844825745,negative,-0.020833333333333332,negative,-0.8352934485301375,negative,-0.8399,relevant|negative|2024,168.07894736842104
1612443504013344771,CASE_0214,2025,tangential,neutral,neutral,spam,0.0,neutral,-0.14925037883222103,negative,-0.0625,neutral,-0.25126906484365463,positive,0.2808,spam|neutral|2025,166.0
1613539419327184896,CASE_0009,2024,relevant,negative,negative,relevant,-2.0,neutral,-0.2528339512646198,negative,-0.047619047619047616,negative,-0.9259406942874193,negative,-0.8718,relevant|negative|2024,168.07894736842104
1613603794297786368,CASE_0009,2024,relevant,negative,negative,relevant,-2.0,neutral,-0.129078671336174,negative,-0.07142857142857142,negative,-0.9093612781725824,negative,-0.9509,relevant|negative|2024,168.07894736842104
1613955389988687872,CASE_0009,2024,relevant,negative,negative,relevant,-2.0,neutral,-0.09807534702122211,negative,-0.08823529411764706,neutral,-0.4147333838045597,negative,-0.6408,relevant|negative|2024,168.07894736842104
1618426374066425856,CASE_0238,2025,relevant,negative,neutral,spam,0.0,neutral,-0.4118890520185232,negative,-0.09090909090909091,negative,-0.6876327898353338,negative,-0.7845,spam|neutral|2025,166.0
1623806754738823170,CASE_0014,2024,tangential,neutral,neutral,tangential,0.0,neutral,-0.0053809043020009995,positive,0.043478260869565216,neutral,0.012240514159202576,positive,0.4404,tangential|neutral|2024,164.07142857142858
1631774778494165000,CASE_0001,2024,spam,neutral,neutral,tangential,0.0,neutral,0.0028218738734722137,neutral,0.0,neutral,0.021850669756531715,positive,0.296,tangential|neutral|2024,164.07142857142858
1633872614207750144,CASE_0223,2025,relevant,positive,positive,relevant,1.0,neutral,0.15656188316643238,neutral,0.0,positive,0.650828167796135,positive,0.872,relevant|positive|2025,168.25
1634513358534631428,CASE_0223,2025,spam,positive,positive,spam,1.0,neutral,0.04426307789981365,positive,0.019230769230769232,positive,0.6825446798466146,positive,0.4588,spam|positive|2025,226.0
1635372104639193090,CASE_0152,2024,tangential,neutral,neutral,spam,0.0,neutral,-0.08713395521044731,negative,-0.034482758620689655,neutral,-0.0853900145739317,negative,-0.2263,spam|neutral|2024,177.375
1641745396429905921,CASE_0026,2024,spam,neutral,neutral,spam,0.0,neutral,-0.008494365960359573,negative,-0.08333333333333333,neutral,-0.12530244886875153,negative,-0.2263,spam|neutral|2024,177.375
1646603824767946783,CASE_0205,2025,tangential,neutral,neutral,spam,0.0,negative,-0.6878978833556175,negative,-0.06451612903225806,neutral,-0.0864110067486763,negative,-0.5106,spam|neutral|2025,166.0
1647965039561670656,CASE_0040,2024,tangential,neutral,neutral,spam,0.0,neutral,-0.14217586815357208,negative,-0.02564102564102564,neutral,-0.07101668603718281,negative,-0.2263,spam|neutral|2024,177.375
1648835474142666753,CASE_0010,2024,relevant,neutral,negative,relevant,-1.0,neutral,0.007407007738947868,negative,-0.027777777777777776,neutral,-0.09889697656035423,positive,0.6633,relevant|negative|2024,168.07894736842104
1651018292989927426,CASE_0022,2024,relevant,negative,negative,relevant,-1.0,neutral,-0.11484819650650024,negative,-0.12,neutral,0.009922105818986893,neutral,0.0,relevant|negative|2024,168.07894736842104
1651942554596958212,CASE_0040,2024,tangential,neutral,neutral,tangential,0.0,neutral,0.02186925895512104,neutral,0.0,neutral,0.2265011202543974,neutral,0.0,tangential|neutral|2024,164.07142857142858
1654501967379480576,CASE_0214,2025,relevant,negative,negative,relevant,-1.0,neutral,0.09938428178429604,neutral,0.0,neutral,-0.3435541559010744,positive,0.2808,relevant|negative|2025,167.04545454545453
1655895520441942016,CASE_0040,2024,relevant,neutral,neutral,relevant,0.0,neutral,-0.04473894275724888,negative,-0.034482758620689655,neutral,-0.06111806444823742,negative,-0.2263,relevant|neutral|2024,162.94117647058823
1658412602253271040,CASE_0214,2025,relevant,positive,positive,relevant,1.0,neutral,0.1894756555557251,negative,-0.03125,neutral,0.0028130821883678436,positive,0.6841,relevant|positive|2025,168.25
1660693912485511169,CASE_0040,2024,relevant,neutral,neutral,relevant,0.0,negative,-0.5601257346570492,negative,-0.04,neutral,0.006487306207418442,positive,0.4466,relevant|neutral|2024,162.94117647058823
